comment,sentiment,tokens
واہ بہت اچھا لگا دیکھ کے کچے کیلے کے پکوڑے دیکھ کے پانی آگیا منہ میں,positive,"['واہ', 'بہت', 'اچھا', 'لگا', 'دیکھ', 'کے', 'کچے', 'کیلے', 'کے', 'پکوڑے', 'دیکھ', 'کے', 'پانی', 'آگیا', 'منہ', 'میں']"
ایک بار میں نے بھی کیلے کے پکوڑے بنائے تھے اچھے بنے تھے,positive,"['ایک', 'بار', 'میں', 'نے', 'بھی', 'کیلے', 'کے', 'پکوڑے', 'بنائے', 'تھے', 'اچھے', 'بنے', 'تھے']"
بات تو تب مانی جائے گی جب منہ میں آئے پانی کا کچھ علاج ہو اور پھر اس معالجے کا بیان بھی,positive,"['بات', 'تو', 'تب', 'مانی', 'جائے', 'گی', 'جب', 'منہ', 'میں', 'آئے', 'پانی', 'کا', 'کچھ', 'علاج', 'ہو', 'اور', 'پھر', 'اس', 'معالجے', 'کا', 'بیان', 'بھی']"
کہ اگر ہم کسی سہیلی کو یہ ریسیپی بتائیں اور وہ اتنے مزے کے پکوان سیکھنے کے بعد ذائقے کی صحت سے انکاری ہوجائے,positive,"['کہ', 'اگر', 'ہم', 'کسی', 'سہیلی', 'کو', 'یہ', 'ریسیپی', 'بتائیں', 'اور', 'وہ', 'اتنے', 'مزے', 'کے', 'پکوان', 'سیکھنے', 'کے', 'بعد', 'ذائقے', 'کی', 'صحت', 'سے', 'انکاری', 'ہوجائے']"
ویسے ہمیں اندازہ ہے کہ ہونگے بہت لذی,positive,"['ویسے', 'ہمیں', 'اندازہ', 'ہے', 'کہ', 'ہونگے', 'بہت', 'لذی']"
اس خواتین کی ٹیم بہت اچھی ہے,positive,"['اس', 'خواتین', 'کی', 'ٹیم', 'بہت', 'اچھی', 'ہے']"
ہمارا مطلب ٹیم ہے,positive,"['ہمارا', 'مطلب', 'ٹیم', 'ہے']"
قسمت ہے,positive,"['قسمت', 'ہے']"
نیمار بمقابلہ پوری خواتین اسکواڈ اور جیت گئی,positive,"['نیمار', 'بمقابلہ', 'پوری', 'خواتین', 'اسکواڈ', 'اور', 'جیت', 'گئی']"
یہ صرف خالص حیاتیات کے حقائق ہیں,positive,"['یہ', 'صرف', 'خالص', 'حیاتیات', 'کے', 'حقائق', 'ہیں']"
یہ اتنا واضح ہے کہ انسان بہتر ہیں,positive,"['یہ', 'اتنا', 'واضح', 'ہے', 'کہ', 'انسان', 'بہتر', 'ہیں']"
صرف نیمار نے خواتین کی ٹیم بھائی کو شکست دی,positive,"['صرف', 'نیمار', 'نے', 'خواتین', 'کی', 'ٹیم', 'بھائی', 'کو', 'شکست', 'دی']"
مجھے اپنے فٹ بال کے دن یاد آرہے ہیں,positive,"['مجھے', 'اپنے', 'فٹ', 'بال', 'کے', 'دن', 'یاد', 'آرہے', 'ہیں']"
مجھے فیلی خصوصی پسند ہے,positive,"['مجھے', 'فیلی', 'خصوصی', 'پسند', 'ہے']"
مورینہو چیلنج قبول کیا,positive,"['مورینہو', 'چیلنج', 'قبول', 'کیا']"
میں نے یوسیبیو کو دیکھا اور میں نے کلک کیا تاکہ مجھے اس کو پیک کرنے میں خوشی ہو,positive,"['میں', 'نے', 'یوسیبیو', 'کو', 'دیکھا', 'اور', 'میں', 'نے', 'کلک', 'کیا', 'تاکہ', 'مجھے', 'اس', 'کو', 'پیک', 'کرنے', 'میں', 'خوشی', 'ہو']"
اؤ بابر حیات صاحب جی ایاں نو,positive,"['اؤ', 'بابر', 'حیات', 'صاحب', 'جی', 'ایاں', 'نو']"
خدا تا قیامت پاکستان کو قائم و دائم رکھے,positive,"['خدا', 'تا', 'قیامت', 'پاکستان', 'کو', 'قائم', 'و', 'دائم', 'رکھے']"
آج بہت بہت ہنسایا سر جی,positive,"['آج', 'بہت', 'بہت', 'ہنسایا', 'سر', 'جی']"
شان مسعود کو ٹیسٹ اور ون ڈیز کے لیے کم از کم دو سالوں کے لیے کپتان نامزد کر دیا جاے اور سعود شکیل کو اسکے ناٸب کے طور پہ گروم کیا جاۓ,positive,"['شان', 'مسعود', 'کو', 'ٹیسٹ', 'اور', 'ون', 'ڈیز', 'کے', 'لیے', 'کم', 'از', 'کم', 'دو', 'سالوں', 'کے', 'لیے', 'کپتان', 'نامزد', 'کر', 'دیا', 'جاے', 'اور', 'سعود', 'شکیل', 'کو', 'اسکے', 'ناٸب', 'کے', 'طور', 'پہ', 'گروم', 'کیا', 'جاۓ']"
ہماری اوپنینگ جوڑی اور جیت کی راہ ہموار کر نے والی اوپنیگ جوڑی فخر زمان اور عبداللہ شفیق ہے,positive,"['ہماری', 'اوپنینگ', 'جوڑی', 'اور', 'جیت', 'کی', 'راہ', 'ہموار', 'کر', 'نے', 'والی', 'اوپنیگ', 'جوڑی', 'فخر', 'زمان', 'اور', 'عبداللہ', 'شفیق', 'ہے']"
پاکستان ٹیم جیت سے اپنے ورلڈکپ میچوں کا آغاز کرنے جا رہا ہے اور یہ ہی نہیں پاکستان ٹیم لگاتار پانچ میچوں میں جیتنے جا رہی ہے لیکن شرط یہ ہےکہ نسیم شاہ یا محمد عامر کو کھیلانا چاہیے اس سے ٹیم کو قووت ملے گی,positive,"['پاکستان', 'ٹیم', 'جیت', 'سے', 'اپنے', 'ورلڈکپ', 'میچوں', 'کا', 'آغاز', 'کرنے', 'جا', 'رہا', 'ہے', 'اور', 'یہ', 'ہی', 'نہیں', 'پاکستان', 'ٹیم', 'لگاتار', 'پانچ', 'میچوں', 'میں', 'جیتنے', 'جا', 'رہی', 'ہے', 'لیکن', 'شرط', 'یہ', 'ہےکہ', 'نسیم', 'شاہ', 'یا', 'محمد', 'عامر', 'کو', 'کھیلانا', 'چاہیے', 'اس', 'سے', 'ٹیم', 'کو', 'قووت', 'ملے', 'گی']"
سعود شکیل کو گیلنا چاہیے محمد احمد ذوالکفل,positive,"['سعود', 'شکیل', 'کو', 'گیلنا', 'چاہیے', 'محمد', 'احمد', 'ذوالکفل']"
وسیم جونیئر زمان خان شاھین شاہ ابراراحمد عماد وسیم افتخار احمد یہ باولنگ اٹیک ھوتا تو پاکستان اج پوانٹس سے لیڈ کررہا ھوتا,positive,"['وسیم', 'جونیئر', 'زمان', 'خان', 'شاھین', 'شاہ', 'ابراراحمد', 'عماد', 'وسیم', 'افتخار', 'احمد', 'یہ', 'باولنگ', 'اٹیک', 'ھوتا', 'تو', 'پاکستان', 'اج', 'پوانٹس', 'سے', 'لیڈ', 'کررہا', 'ھوتا']"
تسی تا چھا گئے ہو,positive,"['تسی', 'تا', 'چھا', 'گئے', 'ہو']"
نسیم شاہ کے بھائی آج بی چھا گئی,positive,"['نسیم', 'شاہ', 'کے', 'بھائی', 'آج', 'بی', 'چھا', 'گئی']"
بعض اوقات آپ کے لئے کچھ بھی کام نہیں کرتا ہے لیورپول آج کلپس کے چہرے پر مسکراہٹ نے یہ سب کچھ کہا,positive,"['بعض', 'اوقات', 'آپ', 'کے', 'لئے', 'کچھ', 'بھی', 'کام', 'نہیں', 'کرتا', 'ہے', 'لیورپول', 'آج', 'کلپس', 'کے', 'چہرے', 'پر', 'مسکراہٹ', 'نے', 'یہ', 'سب', 'کچھ', 'کہا']"
شاندار اہداف فوری کلاسک,positive,"['شاندار', 'اہداف', 'فوری', 'کلاسک']"
شہر مسکرا رہا ہے,positive,"['شہر', 'مسکرا', 'رہا', 'ہے']"
ہم نے لیورپول کو باس کیا ہم نے مین سٹی کو باس کیا ہمیں ٹائٹل جیتنے کی ضرورت ہے,positive,"['ہم', 'نے', 'لیورپول', 'کو', 'باس', 'کیا', 'ہم', 'نے', 'مین', 'سٹی', 'کو', 'باس', 'کیا', 'ہمیں', 'ٹائٹل', 'جیتنے', 'کی', 'ضرورت', 'ہے']"
ناقابل یقین ٹیم کی کارکردگی,positive,"['ناقابل', 'یقین', 'ٹیم', 'کی', 'کارکردگی']"
ارجنٹائن نے بوسنیا ہرسوگوینا فرانس نے ہنڈوراس اور سوئٹزرلینڈ نے ایکوڈور کو شکست دی۔,positive,"['ارجنٹائن', 'نے', 'بوسنیا', 'ہرسوگوینا', 'فرانس', 'نے', 'ہنڈوراس', 'اور', 'سوئٹزرلینڈ', 'نے', 'ایکوڈور', 'کو', 'شکست', 'دی۔']"
امریکی اورجرمن خلابازوں نےخلائی اسٹیشن میں فٹبال کھیل کر اپنی شاندار صلاحیتوں کا مظاہرہ کیا,positive,"['امریکی', 'اورجرمن', 'خلابازوں', 'نےخلائی', 'اسٹیشن', 'میں', 'فٹبال', 'کھیل', 'کر', 'اپنی', 'شاندار', 'صلاحیتوں', 'کا', 'مظاہرہ', 'کیا']"
مجھے خوشی ہے کہ ٹریور ناکام ہو گیا تھا,positive,"['مجھے', 'خوشی', 'ہے', 'کہ', 'ٹریور', 'ناکام', 'ہو', 'گیا', 'تھا']"
ایم ایل بی بیس بال میں واپس آجائے گا ہمیشہ اچھے کرداروں کی ضرورت ہوتی ہے,positive,"['ایم', 'ایل', 'بی', 'بیس', 'بال', 'میں', 'واپس', 'آجائے', 'گا', 'ہمیشہ', 'اچھے', 'کرداروں', 'کی', 'ضرورت', 'ہوتی', 'ہے']"
اس طرح کے لوگ دیکھنے میں لطف اندوز ہوتے ہیں,positive,"['اس', 'طرح', 'کے', 'لوگ', 'دیکھنے', 'میں', 'لطف', 'اندوز', 'ہوتے', 'ہیں']"
میں ایک ٹائٹنز کا پرستار ہوں,positive,"['میں', 'ایک', 'ٹائٹنز', 'کا', 'پرستار', 'ہوں']"
یہاں تک کہ جارج پکنز بھی بہترین وصول کنندہ تھا,positive,"['یہاں', 'تک', 'کہ', 'جارج', 'پکنز', 'بھی', 'بہترین', 'وصول', 'کنندہ', 'تھا']"
ڈیوینٹ ایڈمز کیچز یقینی طور پر پچھلے سال بہترین گروپ ہیں,positive,"['ڈیوینٹ', 'ایڈمز', 'کیچز', 'یقینی', 'طور', 'پر', 'پچھلے', 'سال', 'بہترین', 'گروپ', 'ہیں']"
ہمیں مزید کول میو کی ضرورت ہے,positive,"['ہمیں', 'مزید', 'کول', 'میو', 'کی', 'ضرورت', 'ہے']"
لڑکے بہتر ہیں,positive,"['لڑکے', 'بہتر', 'ہیں']"
لڑکیاں برا کھیلتی ہیں اور اسکول میں لڑکے کھیلتے ہیں,positive,"['لڑکیاں', 'برا', 'کھیلتی', 'ہیں', 'اور', 'اسکول', 'میں', 'لڑکے', 'کھیلتے', 'ہیں']"
فواد نے ایک اور سنچری داغ دی,positive,"['فواد', 'نے', 'ایک', 'اور', 'سنچری', 'داغ', 'دی']"
بارسلونا نے رئیل سوسائیڈاڈ کو ہرا دیا,positive,"['بارسلونا', 'نے', 'رئیل', 'سوسائیڈاڈ', 'کو', 'ہرا', 'دیا']"
پرفارمنس دینا میرا ٹیم میں منتخب کرنا سلیکشن کمیٹی کا کام ہے,positive,"['پرفارمنس', 'دینا', 'میرا', 'ٹیم', 'میں', 'منتخب', 'کرنا', 'سلیکشن', 'کمیٹی', 'کا', 'کام', 'ہے']"
ملتان ینگسٹرزکو ہرا دیا,positive,"['ملتان', 'ینگسٹرزکو', 'ہرا', 'دیا']"
نمائشی ہاکی میچ عزیز بھٹی نے راشد منہاس کو 32سے ہرا دیا,positive,"['نمائشی', 'ہاکی', 'میچ', 'عزیز', 'بھٹی', 'نے', 'راشد', 'منہاس', 'کو', '32سے', 'ہرا', 'دیا']"
وائٹالٹی ٹی ٹونٹی وورسٹر شائر کے نام,positive,"['وائٹالٹی', 'ٹی', 'ٹونٹی', 'وورسٹر', 'شائر', 'کے', 'نام']"
فنکاروں کا سانحہ اے پی ایس متاثرین کے ساتھ اظہار یکجہتی,positive,"['فنکاروں', 'کا', 'سانحہ', 'اے', 'پی', 'ایس', 'متاثرین', 'کے', 'ساتھ', 'اظہار', 'یکجہتی']"
کوہلی کی شاندار کارکردگی سے لگتا ہے وہ انسان نہیں,positive,"['کوہلی', 'کی', 'شاندار', 'کارکردگی', 'سے', 'لگتا', 'ہے', 'وہ', 'انسان', 'نہیں']"
ورلڈ کپ پہلی بارہرٹیم کے ساتھ اینٹی کرپشن افسر لگانے کا فیصلہ,positive,"['ورلڈ', 'کپ', 'پہلی', 'بارہرٹیم', 'کے', 'ساتھ', 'اینٹی', 'کرپشن', 'افسر', 'لگانے', 'کا', 'فیصلہ']"
ویرات کوہلی انٹرنیشنل کرکٹر دی ایئر قرار,positive,"['ویرات', 'کوہلی', 'انٹرنیشنل', 'کرکٹر', 'دی', 'ایئر', 'قرار']"
تینوں فارمیٹ میں ملک کی نمائندگی کرنا چاہتا ہوں,positive,"['تینوں', 'فارمیٹ', 'میں', 'ملک', 'کی', 'نمائندگی', 'کرنا', 'چاہتا', 'ہوں']"
شان بہترین کارکردگی کیلئے پر عزم,positive,"['شان', 'بہترین', 'کارکردگی', 'کیلئے', 'پر', 'عزم']"
بنگلہ دیش دورہ پاکستان پر راضی سیریز کا شیڈول طے,positive,"['بنگلہ', 'دیش', 'دورہ', 'پاکستان', 'پر', 'راضی', 'سیریز', 'کا', 'شیڈول', 'طے']"
بیٹے کی پیدائش کے بعد ثانیہ مرزا کی پہلی جیت,positive,"['بیٹے', 'کی', 'پیدائش', 'کے', 'بعد', 'ثانیہ', 'مرزا', 'کی', 'پہلی', 'جیت']"
پی سی بی ویمنز ٹی ٹونٹی چیلنجرز اور بلاسٹرز فائنل میں پہنچ گئیں,positive,"['پی', 'سی', 'بی', 'ویمنز', 'ٹی', 'ٹونٹی', 'چیلنجرز', 'اور', 'بلاسٹرز', 'فائنل', 'میں', 'پہنچ', 'گئیں']"
معاملات طے ایم سی سی کی ٹیم ائندہ ماہ پاکستان ائے گی,positive,"['معاملات', 'طے', 'ایم', 'سی', 'سی', 'کی', 'ٹیم', 'ائندہ', 'ماہ', 'پاکستان', 'ائے', 'گی']"
زادی ایک نعمت قدر کیجئے کرکٹ سٹارز کی جشن زادی پر نیک تمنائیں,positive,"['زادی', 'ایک', 'نعمت', 'قدر', 'کیجئے', 'کرکٹ', 'سٹارز', 'کی', 'جشن', 'زادی', 'پر', 'نیک', 'تمنائیں']"
پاکستان ملک خالد ہاکی ٹورنامنٹ واپڈا نے جیت لیا,positive,"['پاکستان', 'ملک', 'خالد', 'ہاکی', 'ٹورنامنٹ', 'واپڈا', 'نے', 'جیت', 'لیا']"
انٹر اکیڈمی انڈر فٹبالجاوید عرب کا ٹرافی پر قبضہ,positive,"['انٹر', 'اکیڈمی', 'انڈر', 'فٹبالجاوید', 'عرب', 'کا', 'ٹرافی', 'پر', 'قبضہ']"
ایشیا کپ قومی کھلاڑیوں کا فٹنس کیمپ پرفضا مقام پر لگانے کافیصلہ,positive,"['ایشیا', 'کپ', 'قومی', 'کھلاڑیوں', 'کا', 'فٹنس', 'کیمپ', 'پرفضا', 'مقام', 'پر', 'لگانے', 'کافیصلہ']"
پاکستانیوں کو جشن زادی کی مبارکباد,positive,"['پاکستانیوں', 'کو', 'جشن', 'زادی', 'کی', 'مبارکباد']"
جشن زادی منانا زندہ قوموں کی نشانی ہے,positive,"['جشن', 'زادی', 'منانا', 'زندہ', 'قوموں', 'کی', 'نشانی', 'ہے']"
کراٹے کھلاڑی بھی جشن زادی منانے میں پیش پیش,positive,"['کراٹے', 'کھلاڑی', 'بھی', 'جشن', 'زادی', 'منانے', 'میں', 'پیش', 'پیش']"
تیج الاسلام تین ٹیسٹ اننگز میں وکٹیں حاصل کرنیوالے تیسرے بنگلہ دیشی,positive,"['تیج', 'الاسلام', 'تین', 'ٹیسٹ', 'اننگز', 'میں', 'وکٹیں', 'حاصل', 'کرنیوالے', 'تیسرے', 'بنگلہ', 'دیشی']"
جوکووچ کا اے ٹی پی ٹینس کے ابتدائی رائونڈ میں فاتحانہ غاز,positive,"['جوکووچ', 'کا', 'اے', 'ٹی', 'پی', 'ٹینس', 'کے', 'ابتدائی', 'رائونڈ', 'میں', 'فاتحانہ', 'غاز']"
کراچی میں انٹرنیشنل سکواش کی بحالی خوش ئند ہے,positive,"['کراچی', 'میں', 'انٹرنیشنل', 'سکواش', 'کی', 'بحالی', 'خوش', 'ئند', 'ہے']"
پوری قوم دکھ کی گھڑی میں کشمیریوں کے ساتھ ہے,positive,"['پوری', 'قوم', 'دکھ', 'کی', 'گھڑی', 'میں', 'کشمیریوں', 'کے', 'ساتھ', 'ہے']"
کرکٹ اسٹارز نے عیدالاضحی جوش خروش سے منائی,positive,"['کرکٹ', 'اسٹارز', 'نے', 'عیدالاضحی', 'جوش', 'خروش', 'سے', 'منائی']"
مارشل ارٹس فائٹر محمد راشد نے بھارت کے عالمی ریکارڈ پر قبضہ کر لیا,positive,"['مارشل', 'ارٹس', 'فائٹر', 'محمد', 'راشد', 'نے', 'بھارت', 'کے', 'عالمی', 'ریکارڈ', 'پر', 'قبضہ', 'کر', 'لیا']"
ٹی ٹونٹی کپ دانش عزیز کا لاٹھی چارج سندھ کوفتح دلادی,positive,"['ٹی', 'ٹونٹی', 'کپ', 'دانش', 'عزیز', 'کا', 'لاٹھی', 'چارج', 'سندھ', 'کوفتح', 'دلادی']"
سینئر کرکٹ اوکاڑہ سینئرز فائنل میں پہنچ گئی,positive,"['سینئر', 'کرکٹ', 'اوکاڑہ', 'سینئرز', 'فائنل', 'میں', 'پہنچ', 'گئی']"
سنٹرل پنجاب سندھ نے اپنے میچز جیت لئے,positive,"['سنٹرل', 'پنجاب', 'سندھ', 'نے', 'اپنے', 'میچز', 'جیت', 'لئے']"
پاکستانی کرکٹر حمزہ قاسم ڈریمز پلے کی ٹاپ لسٹ میں شامل,positive,"['پاکستانی', 'کرکٹر', 'حمزہ', 'قاسم', 'ڈریمز', 'پلے', 'کی', 'ٹاپ', 'لسٹ', 'میں', 'شامل']"
پریکٹس میچ قومی بالرز بھی فارم میں گئے سٹریلیا اے پر ڈھیر,positive,"['پریکٹس', 'میچ', 'قومی', 'بالرز', 'بھی', 'فارم', 'میں', 'گئے', 'سٹریلیا', 'اے', 'پر', 'ڈھیر']"
پنجاب کے ریسلنگ میں چاندی کے کانسی کےمیڈلز,positive,"['پنجاب', 'کے', 'ریسلنگ', 'میں', 'چاندی', 'کے', 'کانسی', 'کےمیڈلز']"
قائد اعظم ٹرافی عمران بٹ کی سنچری بلوچستان کی پوزیشن مستحکم,positive,"['قائد', 'اعظم', 'ٹرافی', 'عمران', 'بٹ', 'کی', 'سنچری', 'بلوچستان', 'کی', 'پوزیشن', 'مستحکم']"
کو کا بورا کا ستعمال اچھی بات ہے اعزاز,positive,"['کو', 'کا', 'بورا', 'کا', 'ستعمال', 'اچھی', 'بات', 'ہے', 'اعزاز']"
نیشنل گیمز رمی کے کھلاڑیوں نے دو نئے قومی ریکارڈ بنا ڈالے,positive,"['نیشنل', 'گیمز', 'رمی', 'کے', 'کھلاڑیوں', 'نے', 'دو', 'نئے', 'قومی', 'ریکارڈ', 'بنا', 'ڈالے']"
نیشنل گیمز ٹیبل ٹینس ایونٹ کا کوارٹر فائنل مرحلہ مکمل,positive,"['نیشنل', 'گیمز', 'ٹیبل', 'ٹینس', 'ایونٹ', 'کا', 'کوارٹر', 'فائنل', 'مرحلہ', 'مکمل']"
ون ڈے رینکنگ بابر کا تیسرا نمبر,positive,"['ون', 'ڈے', 'رینکنگ', 'بابر', 'کا', 'تیسرا', 'نمبر']"
پنجاب گیمز کی تیاریاں شروع ٹیموں کا انتخاب میرٹ پر کیا جائے گا,positive,"['پنجاب', 'گیمز', 'کی', 'تیاریاں', 'شروع', 'ٹیموں', 'کا', 'انتخاب', 'میرٹ', 'پر', 'کیا', 'جائے', 'گا']"
ٹی ٹونٹی رینکنگ میں بابر اعظم کی بدستور ٹاپ پوزیشن,positive,"['ٹی', 'ٹونٹی', 'رینکنگ', 'میں', 'بابر', 'اعظم', 'کی', 'بدستور', 'ٹاپ', 'پوزیشن']"
مکی رتھر کے پرسکون رہنے سے پاکستان ورلڈ کپ جیت سکتا ہے,positive,"['مکی', 'رتھر', 'کے', 'پرسکون', 'رہنے', 'سے', 'پاکستان', 'ورلڈ', 'کپ', 'جیت', 'سکتا', 'ہے']"
وارنرکا ورلڈ کپ کیلئے کیس مضبوط,positive,"['وارنرکا', 'ورلڈ', 'کپ', 'کیلئے', 'کیس', 'مضبوط']"
بکی ساجد کراچی سے گرفتار,positive,"['بکی', 'ساجد', 'کراچی', 'سے', 'گرفتار']"
صوبائی وزیر کھیل کا گولڈمیڈلسٹ دین محمد کوامدادی چیک,positive,"['صوبائی', 'وزیر', 'کھیل', 'کا', 'گولڈمیڈلسٹ', 'دین', 'محمد', 'کوامدادی', 'چیک']"
اعصام الحق نیو یار اوپن ٹینس کے کوارٹر فائنل میں پہنچ گئے,positive,"['اعصام', 'الحق', 'نیو', 'یار', 'اوپن', 'ٹینس', 'کے', 'کوارٹر', 'فائنل', 'میں', 'پہنچ', 'گئے']"
ریلویز کرکٹ لاہور راولپنڈی فاتح,positive,"['ریلویز', 'کرکٹ', 'لاہور', 'راولپنڈی', 'فاتح']"
صحرا میں کرکٹ میلہ سج گیا دبئی میں ٹرافی کی رونمائیکل افتتاحی میچ,positive,"['صحرا', 'میں', 'کرکٹ', 'میلہ', 'سج', 'گیا', 'دبئی', 'میں', 'ٹرافی', 'کی', 'رونمائیکل', 'افتتاحی', 'میچ']"
صدیق میموریل کرکٹ ینگ لکی سٹار سرخرو,positive,"['صدیق', 'میموریل', 'کرکٹ', 'ینگ', 'لکی', 'سٹار', 'سرخرو']"
نجم سیٹھی کی یاد ستانے لگی,positive,"['نجم', 'سیٹھی', 'کی', 'یاد', 'ستانے', 'لگی']"
امپائروں سے خوش ہوں کہ اسٹمپ کو مارنے کے بارے میں کال کریں,positive,"['امپائروں', 'سے', 'خوش', 'ہوں', 'کہ', 'اسٹمپ', 'کو', 'مارنے', 'کے', 'بارے', 'میں', 'کال', 'کریں']"
کیٹن جیننگز ایک بہت اچھے کھلاڑی ہیں,positive,"['کیٹن', 'جیننگز', 'ایک', 'بہت', 'اچھے', 'کھلاڑی', 'ہیں']"
ہندوستان نے بہتر کھیلا کہ انگلینڈ نے ناقص کھیل نہیں کھیلا,positive,"['ہندوستان', 'نے', 'بہتر', 'کھیلا', 'کہ', 'انگلینڈ', 'نے', 'ناقص', 'کھیل', 'نہیں', 'کھیلا']"
مارنس لیبوسچگن دور کے عظیم بلے باز ہیں,positive,"['مارنس', 'لیبوسچگن', 'دور', 'کے', 'عظیم', 'بلے', 'باز', 'ہیں']"
انگلینڈ میں سیریز بہتر ہوجاتی ہے,positive,"['انگلینڈ', 'میں', 'سیریز', 'بہتر', 'ہوجاتی', 'ہے']"
اولی پوپ اپنے کیریئر کے ذریعے اس سطح پر اتنا اچھا نہیں ہے,positive,"['اولی', 'پوپ', 'اپنے', 'کیریئر', 'کے', 'ذریعے', 'اس', 'سطح', 'پر', 'اتنا', 'اچھا', 'نہیں', 'ہے']"
مجھے یقین نہیں ہے کہ اس کے پاس بیٹنگ کرنے کی مستقل مزاجی ہے,positive,"['مجھے', 'یقین', 'نہیں', 'ہے', 'کہ', 'اس', 'کے', 'پاس', 'بیٹنگ', 'کرنے', 'کی', 'مستقل', 'مزاجی', 'ہے']"
جیمز ونس کو اپنی جگہ پر کھیلو اچھا کام کرے گا,positive,"['جیمز', 'ونس', 'کو', 'اپنی', 'جگہ', 'پر', 'کھیلو', 'اچھا', 'کام', 'کرے', 'گا']"
بزبال کا مستقبل ڈبلیو ٹی سی ٹیبل پر دیکھا جاسکتا ہے,positive,"['بزبال', 'کا', 'مستقبل', 'ڈبلیو', 'ٹی', 'سی', 'ٹیبل', 'پر', 'دیکھا', 'جاسکتا', 'ہے']"
آپ ٹھیک بول رہے ہیں لیکن یہ اس شخص سے زیادہ فٹ ہے,positive,"['آپ', 'ٹھیک', 'بول', 'رہے', 'ہیں', 'لیکن', 'یہ', 'اس', 'شخص', 'سے', 'زیادہ', 'فٹ', 'ہے']"
روہت شرما کے شائقین پسند کرتے ہیں,positive,"['روہت', 'شرما', 'کے', 'شائقین', 'پسند', 'کرتے', 'ہیں']"
بھائی ہاردک پانڈیا قابل فخر دماغ,positive,"['بھائی', 'ہاردک', 'پانڈیا', 'قابل', 'فخر', 'دماغ']"
ہارڈک کی فین ہو,positive,"['ہارڈک', 'کی', 'فین', 'ہو']"
روہت شرما ہر کام ہر میچ میں بہترین کیپٹن,positive,"['روہت', 'شرما', 'ہر', 'کام', 'ہر', 'میچ', 'میں', 'بہترین', 'کیپٹن']"
اسٹیو لیجنڈ کافی ہے,positive,"['اسٹیو', 'لیجنڈ', 'کافی', 'ہے']"
ایلیک اسٹیورٹ کے ساتھ خوبصورت گفتگو,positive,"['ایلیک', 'اسٹیورٹ', 'کے', 'ساتھ', 'خوبصورت', 'گفتگو']"
واقعی لطف اندوز ہوا,positive,"['واقعی', 'لطف', 'اندوز', 'ہوا']"
یہ زیلین آئی پی ایل سے ہر روز میچ دیکھنے سے بہتر ہے,positive,"['یہ', 'زیلین', 'آئی', 'پی', 'ایل', 'سے', 'ہر', 'روز', 'میچ', 'دیکھنے', 'سے', 'بہتر', 'ہے']"
اسے دیکھنا شروع کیا لیکن صرف یہ کہنا چاہتے ہیں کہ اس تینوں کو ایک ساتھ دیکھ کر بہت خوشی کی بات ہے,positive,"['اسے', 'دیکھنا', 'شروع', 'کیا', 'لیکن', 'صرف', 'یہ', 'کہنا', 'چاہتے', 'ہیں', 'کہ', 'اس', 'تینوں', 'کو', 'ایک', 'ساتھ', 'دیکھ', 'کر', 'بہت', 'خوشی', 'کی', 'بات', 'ہے']"
خواتین آزادانہ طور پر آئیڈیاز اور بصیرت کا اشتراک کرتی ہیں,positive,"['خواتین', 'آزادانہ', 'طور', 'پر', 'آئیڈیاز', 'اور', 'بصیرت', 'کا', 'اشتراک', 'کرتی', 'ہیں']"
میں اپنی ساتھی خواتین کی مشترکہ حکمت اور بصیرت کی گہرائی سے مستقل طور پر حیران رہتا ہوں,positive,"['میں', 'اپنی', 'ساتھی', 'خواتین', 'کی', 'مشترکہ', 'حکمت', 'اور', 'بصیرت', 'کی', 'گہرائی', 'سے', 'مستقل', 'طور', 'پر', 'حیران', 'رہتا', 'ہوں']"
لوئی فرگوسن بالر بن گیا,positive,"['لوئی', 'فرگوسن', 'بالر', 'بن', 'گیا']"
واہ بہت اچھا میں آپ سے بھی پیار کرتا ہوں بچے کی سالگرہ مبارک ہو,positive,"['واہ', 'بہت', 'اچھا', 'میں', 'آپ', 'سے', 'بھی', 'پیار', 'کرتا', 'ہوں', 'بچے', 'کی', 'سالگرہ', 'مبارک', 'ہو']"
لاکی فرگوسن کس طرح بولنگ اور وکٹ کو برقرار رکھنے دونوں کام کر رہا ہے,positive,"['لاکی', 'فرگوسن', 'کس', 'طرح', 'بولنگ', 'اور', 'وکٹ', 'کو', 'برقرار', 'رکھنے', 'دونوں', 'کام', 'کر', 'رہا', 'ہے']"
مبارک ہو لنکا لائنز,positive,"['مبارک', 'ہو', 'لنکا', 'لائنز']"
بنگلہ دیش ٹیسٹ کرکٹ ٹیم بنگلہ دیش کی بہترین کرکٹ ٹیم ہے,positive,"['بنگلہ', 'دیش', 'ٹیسٹ', 'کرکٹ', 'ٹیم', 'بنگلہ', 'دیش', 'کی', 'بہترین', 'کرکٹ', 'ٹیم', 'ہے']"
ہندوستان اس طرح کی پچ پر بہت دفاعی تھا بزبال مکمل طور پر اثر میں ہوسکتا ہے,positive,"['ہندوستان', 'اس', 'طرح', 'کی', 'پچ', 'پر', 'بہت', 'دفاعی', 'تھا', 'بزبال', 'مکمل', 'طور', 'پر', 'اثر', 'میں', 'ہوسکتا', 'ہے']"
اور یہ ان کی پہلی اور آخری جیت تھی,positive,"['اور', 'یہ', 'ان', 'کی', 'پہلی', 'اور', 'آخری', 'جیت', 'تھی']"
